"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.937161402879527,0.723830228187582,0.73804353622785,0.861792008829041,0.219399897370081,0.181029305372572,0.632214692628365,0.032938376077439,0.00400703830141599,0.0476977707351489,0.176177896208678,0.0245902751776729,0.156936966670536,0.123466029604522,0.249191808328478,0.0895243939946583,0.0246000081766425,0.0898753135149901,0.00702346535830097,0.0598635085423249,0.0550304282141646,7.57121632262125e-11,0.0753505277081804,7.73974235383052e-10,0.0294444518050729,0.072623907050581,0.0358992834538089,0.0209628090135668,0.110343552527929,0.221909743813734,0.0245538820657861,0.0149249218884967,1.66467982177982e-05,0.00660389598344742,5.50883075878258e-08,0.00791511352435765,0.0121860978828272,0.0100687448068297,0.0022222074249634,0.0190744752140702
"2",0.871297839579882,0.455061482993436,0.875215834699109,0.254849065737062,0.249399324513859,0.0661301734105909,0.40072015927199,0.0708068172195483,5.18608786596035e-05,0.00512984198393498,0.000191135484292116,0.0054131130327202,3.57364297919278e-07,0.0620689205286807,0.140835739044508,0.0319249899004755,0.00850153132766586,0.183402980256406,0.033515975214675,1.33896298342025e-05,0.0247303339541943,5.70587928554278e-09,1.34598576855272e-06,1.81032258520136e-09,0.0321858127219966,5.13983433679789e-05,0.0143058021488226,0.0282169073060911,0.115479775129058,0.22605974150855,0.0181408316480452,2.83363030615824e-07,0.00482150902304495,0.00341832170134953,1.30488592317055e-07,0.0128297668019824,1.52008016155741e-05,0.0127676656256358,0.055301976126106,0.00891220976620256
"3",0.945223924467093,0.668155372309652,0.845470489663664,0.767874120388818,0.576284102644439,0.169053763016188,0.345771921593881,0.181748107996247,5.28074382368243e-05,0.06164815591542,0.123385606337889,0.0512063804407563,0.148597504397805,0.187904731074252,0.0659480682533131,0.0879554991914535,0.00897620614918353,0.109967256410309,0.0314822458057385,0.0373774329816349,0.013501667906278,1.83594696186664e-08,7.96194323943333e-08,6.67646459850385e-10,0.0331214014789946,0.042923533791029,0.0224702445623959,0.0201431695504661,0.0159335879232792,0.0775915579014945,4.01924644616197e-05,4.91297988902941e-09,0.0118942387850499,0.00598676934720935,0.0116722438245195,0.0119595834692782,0.0114622755994973,0.00829429118545855,0.0117202850983803,8.52560573562277e-08
"4",0.794122584100855,0.979622597827852,0.794967751933511,0.92592349014902,0.0343239031878775,0.0908165348237807,0.664859525526836,0.258982370462457,0.00075486977683601,0.384052074331488,0.328212608948524,0.00621520435272092,0.116842027658825,0.0777945970003256,0.048239043505059,0.240557926069952,0.0598879093895357,0.113680105144166,0.00354296690883376,0.0535171115173371,0.039726471300833,5.74639010725612e-11,0.000755261550275056,1.4715501899448e-11,0.0401442076538411,0.0204348248995617,0.0183357392486933,0.0153202162237685,0.204324875141841,0.43075909424933,0.0231329433780574,7.40195308522191e-09,6.59041007714834e-06,0.00921776165170072,7.50022412443228e-08,0.000223675442320892,0.00413606879244991,0.0275928006998462,0.000805573189423666,1.30977212362849e-05
"5",0.697162503425878,0.491343591920832,0.829440363851458,0.418760773153039,0.402434058018756,0.206005500273661,0.315617005240998,0.179268492557465,2.93931232371878e-06,0.0602744463924255,0.127289302493137,0.112551305962073,0.0655575680059232,0.0648853795520875,3.95920825162055e-05,0.0382159130272518,0.0196032687731443,0.106836626641863,0.0176090711243772,0.0845889259714829,0.0377396829440376,0.171428522961467,0.0029254565978446,1.0487613316007e-11,0.0780505825051136,0.0302925755083242,0.0344704566020548,0.0146628576828556,5.28711334160549e-05,3.20020722845163e-05,0.0267052026035204,3.52997571817209e-13,0.0138258364914929,0.0386042434952801,1.46324762137693e-08,4.73394821558789e-05,0.0172404378264877,0.00775998494379371,1.75040289665875e-05,4.5659089468208e-08
"6",0.881011129600754,0.742995437363829,0.549990297480903,0.898977301745376,0.14817685636357,0.127006341738044,0.315758335302641,0.0591720823205123,0.00823904139154697,0.0769990327694091,0.655832681222837,0.0278799368288034,0.0196271755905869,0.405487994692038,0.721374041357838,0.0630886570790014,0.0452261251111853,0.0124419107716308,0.00401127704813244,0.0125539874398998,0.0229170824167067,2.68013110568203e-11,1.44504008235405e-05,2.44864041424835e-11,0.0149733041702613,0.00407986767382593,0.195854222196919,0.0732936398036953,0.091537632712692,0.0707326287460935,0.00296130232849855,1.13290347085915e-10,3.18888955425533e-05,0.00740689548913281,1.11474140555053e-07,0.00270061901602474,0.000366732977165367,0.0141158769361757,8.48081095694783e-05,0.000345971519896368
"7",0.675207992051453,0.659383511782974,0.528776252240239,0.600845406208777,0.223750312897163,2.41768754378897e-05,0.181718233280421,0.131082923896755,0.109566876493873,0.115993609614965,0.127038649012483,0.0242491549994082,2.78223468987742e-11,0.108622817171826,0.041795740034458,0.190403319014374,7.83407010285671e-05,0.105398723433887,0.0541941867093403,2.34679545632985e-06,0.077698756777834,1.17199230082501e-08,9.34502439878339e-10,7.56639906417427e-11,2.46124714517914e-05,1.17874431265537e-06,0.0510947591652919,3.8560016744208e-05,0.000139033658934826,0.0675374729947442,0.0383126776553651,3.22039067467158e-13,8.75998230272085e-07,2.39125865169302e-05,0.0216033541965862,0.0217454366568714,0.0447923267638587,3.50880750928244e-05,2.49679137659519e-05,0.0202168117061121
"8",0.999987697611229,0.960876620846227,0.647405464441423,0.933771699954044,0.2632280923896,0.295965205249554,0.263552697608478,0.446373930144083,0.302621636824841,0.42009531088128,0.200407345826891,0.192536977167813,0.322503884685244,0.152943503442244,0.248543240905642,0.299320222176177,0.11632221697659,0.121066634525245,0.115097029948886,0.205792255680565,0.0922635155165561,8.7525730526274e-09,0.0638652167363662,0.107040858694855,0.032104474312867,0.0632506595969985,0.16027847564109,0.0314071979323669,0.00546278929017533,2.15920586578107e-06,0.0479906968205758,3.88031078781938e-13,0.0417592608659942,6.65858547037604e-06,0.0776303093660616,0.00553080204194025,0.014656053999745,0.0204599745198077,3.61548658705213e-06,0.018504139860694
"9",0.983091058530193,0.968226693438188,0.765398900315525,0.436187891807579,0.838506647507695,0.15693356223745,0.435831125401477,0.333675368305102,0.282471649184638,0.296292373680666,0.278611465545556,0.100549770069126,0.0291060053197992,0.116642006698533,0.0905084469082618,0.0774828971575904,0.0749752749617591,0.00733153287712794,0.118319808050518,0.0462854820140337,0.0931602442326828,2.18785816178696e-08,0.00351305885591846,3.50975191054352e-11,0.0338467598788588,0.0738794719477609,0.0542601603561132,0.0273729871923847,0.0255319351678138,0.0437699602528788,0.0144423571798681,1.63268668671917e-14,0.0361538094461719,0.0222071657203837,0.0157869454707797,0.00015310111700294,0.0208851089398628,0.0113602065014739,2.34646242962048e-06,0.00415915932001239
"10",0.854350465868198,0.789973881090107,0.87772178442441,0.676339191430132,0.281022879359209,0.138606722675199,0.20089401985535,0.48766668014035,0.199468398956621,0.175729361250733,0.197073668899421,0.0580537729728148,0.182634433074355,0.139154503701406,0.1930806180136,0.0722754646551112,0.053030796016831,0.0127774778033268,0.17472014900221,0.0436196361950079,0.0405664730817359,1.13751095291693e-08,0.00179309262854337,0.0044898880759782,5.36658036785444e-06,0.0099997213377764,0.0706923581526931,0.0103446802155144,0.0101553002559866,0.039405523690551,0.0639373725543643,0.00951790494913769,0.0117514276592358,0.00412552166239814,0.0367047883297544,0.00943847707570065,0.0317989053796459,1.90628582844445e-05,4.81081012614309e-06,1.22676184831152e-08
