Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
2005,2,23.422,18.376,17.421,9.747,9.680,1.939,0.164,9.270,18.212,15.482,0.955,1.775,11.290,4.970,-4.780,0
2005,3,23.074,18.432,17.559,9.852,9.774,1.988,0.410,9.421,18.022,15.571,0.873,1.578,11.210,4.860,-3.199,0
2005,4,22.123,18.022,17.165,9.580,9.513,1.860,-0.036,8.993,18.058,15.305,0.856,1.896,11.180,4.870,-4.137,0
2005,5,20.856,17.854,16.998,9.603,9.547,2.096,-0.062,8.896,17.917,14.902,0.856,2.159,11.200,4.870,-4.557,0
2005,6,21.083,17.762,16.598,9.337,9.303,2.008,-0.069,8.847,17.831,14.590,1.165,2.077,11.080,4.810,-4.767,0
2005,7,21.657,17.943,16.834,9.590,9.549,2.264,0.246,9.094,17.697,14.570,1.109,2.018,11.230,4.900,-5.499,0
2005,8,22.359,17.969,17.031,9.695,9.647,2.264,0.449,9.209,17.520,14.767,0.938,1.814,11.280,4.960,-4.780,0
2005,9,22.671,18.077,17.313,9.823,9.754,2.195,0.705,9.391,17.372,15.118,0.764,1.490,11.240,4.920,-3.707,0
2005,10,22.766,18.533,17.818,10.285,10.221,2.625,1.122,9.828,17.411,15.194,0.715,1.503,11.230,4.930,-3.789,0
2005,11,21.611,18.383,17.451,10.092,10.057,2.664,0.659,9.521,17.723,14.787,0.932,2.005,11.220,4.910,-3.130,0
2005,12,23.002,19.039,17.946,10.584,10.584,3.222,0.860,9.949,18.179,14.724,1.093,2.362,11.210,4.870,-3.451,0
2006,1,22.854,18.950,17.956,10.374,10.326,2.697,0.466,9.708,18.484,15.259,0.994,2.231,11.210,4.870,-4.639,0
2006,2,22.523,17.871,17.021,9.580,9.510,1.998,0.230,9.050,17.641,15.023,0.850,1.768,11.240,4.910,-4.652,0
2006,3,23.028,18.304,17.605,9.541,9.469,1.332,-0.043,9.131,18.346,16.273,0.699,1.375,11.240,4.910,-5.427,0
2006,4,22.569,18.209,17.474,9.800,9.754,2.034,0.285,9.247,17.923,15.440,0.735,1.749,11.230,4.900,-4.324,0
2006,5,20.341,17.641,16.804,9.442,9.414,2.024,-0.059,8.791,17.700,14.780,0.837,2.083,11.180,4.860,-3.947,0
2006,6,19.865,17.536,16.637,9.455,9.436,2.234,0.066,8.801,17.470,14.403,0.899,2.169,11.210,4.900,-3.117,0
2006,7,20.846,17.575,16.657,9.406,9.372,2.087,0.197,8.886,17.379,14.570,0.919,1.890,11.200,4.910,-3.927,0
2006,8,21.978,17.969,17.067,9.734,9.680,2.293,0.679,9.324,17.290,14.774,0.902,1.614,11.180,4.860,-4.682,0
2006,9,23.386,18.146,17.441,9.980,9.915,2.388,0.823,9.485,17.323,15.052,0.705,1.565,11.210,4.890,-3.428,0
2006,10,24.045,17.881,17.257,9.859,9.762,2.267,0.633,9.257,17.247,14.990,0.623,1.634,11.190,4.900,-4.846,0
2006,11,22.467,18.146,17.254,9.754,9.715,2.175,0.095,9.121,18.051,15.079,0.892,2.080,11.220,4.900,-4.987,0
2006,12,22.129,19.075,17.999,10.617,10.581,3.163,0.860,9.967,18.215,14.836,1.076,2.303,11.250,4.920,-3.524,0
2007,1,21.722,18.235,17.211,9.760,9.731,2.251,-0.039,9.098,18.274,14.961,1.024,2.290,11.250,4.920,-3.530,0
2007,2,22.024,17.802,16.969,9.442,9.362,1.755,-0.144,8.829,17.946,15.213,0.833,1.900,11.200,4.870,-4.094,0
2007,3,22.477,17.520,16.916,9.226,9.114,1.312,-0.354,8.583,17.874,15.604,0.604,1.667,11.260,4.960,-4.455,0
2007,4,22.753,17.831,17.113,9.524,9.432,1.752,0.131,8.981,17.700,15.361,0.719,1.621,11.230,4.900,-5.584,0
2007,5,21.814,17.523,16.578,9.157,9.117,1.657,-0.433,8.545,17.956,14.921,0.945,2.090,11.230,4.910,-5.525,0
2007,6,20.331,17.402,16.398,9.160,9.142,1.886,-0.423,8.489,17.825,14.511,1.004,2.310,11.160,4.840,-4.895,0
2007,7,20.144,17.818,16.788,9.337,9.304,1.821,-0.374,8.722,18.192,14.967,1.030,2.195,11.170,4.850,-3.927,0
2007,8,21.699,17.979,17.103,9.285,9.211,1.319,-0.354,8.812,18.333,15.784,0.876,1.673,11.160,4.820,-4.140,0
2007,9,23.409,18.127,17.320,9.511,9.429,1.539,0.010,9.068,18.117,15.781,0.807,1.529,11.150,4.810,-4.521,0
2007,10,23.156,18.497,17.726,10.039,10.008,2.290,0.453,9.475,18.045,15.436,0.771,1.837,11.100,4.770,-5.135,0
2007,11,24.239,18.409,17.526,10.112,10.061,2.595,0.522,9.465,17.887,14.931,0.883,2.073,11.130,4.810,-4.341,0
2007,12,22.362,18.205,17.234,9.905,9.872,2.507,0.308,9.259,17.897,14.724,0.974,2.198,11.160,4.850,-4.488,0
2008,1,20.302,18.068,17.008,9.718,9.656,2.300,0.164,9.114,17.904,14.708,1.060,2.136,11.200,4.870,-5.394,0
2008,2,21.558,18.353,17.411,9.777,9.731,2.051,0.427,9.390,17.927,15.361,0.942,1.624,11.270,4.930,-3.599,0
2008,3,22.835,17.772,16.985,9.682,9.601,2.218,0.466,9.119,17.306,14.767,0.787,1.752,11.260,4.920,-2.792,0
2008,4,21.893,17.238,16.522,8.983,8.919,1.316,-0.446,8.396,17.684,15.207,0.715,1.762,11.250,4.900,-5.420,0
2008,5,22.005,17.566,16.729,9.281,9.229,1.729,-0.184,8.691,17.749,15.000,0.837,1.913,11.230,4.910,-5.689,0
2008,6,21.867,17.713,16.663,9.255,9.224,1.785,-0.410,8.652,18.123,14.879,1.050,2.195,11.210,4.890,-4.583,0
2008,7,21.680,18.025,16.991,9.455,9.444,1.896,-0.282,8.871,18.307,15.095,1.033,2.178,11.230,4.910,-4.465,0
2008,8,21.142,18.399,17.549,9.751,9.698,1.847,0.200,9.300,18.199,15.702,0.850,1.647,11.240,4.920,-4.596,0
2008,9,21.877,18.258,17.562,9.852,9.772,1.982,0.656,9.457,17.602,15.581,0.696,1.325,11.240,4.920,-2.093,0
2008,10,22.231,18.169,17.490,9.911,9.838,2.185,0.463,9.316,17.707,15.305,0.679,1.722,11.230,4.880,-3.904,0
2008,11,22.270,18.317,17.375,10.062,10.026,2.677,0.568,9.442,17.749,14.698,0.942,2.110,11.200,4.860,-4.869,0
2008,12,20.814,17.756,16.729,9.393,9.368,2.008,-0.295,8.730,18.051,14.721,1.027,2.303,11.210,4.890,-6.457,0
2009,1,21.972,18.189,17.185,9.629,9.570,1.955,-0.062,9.063,18.251,15.230,1.004,2.018,11.210,4.900,-5.518,0
2009,2,21.414,17.687,16.726,9.072,8.973,1.220,-0.394,8.647,18.081,15.505,0.961,1.614,11.250,4.940,-5.561,0
2009,3,21.335,17.995,17.100,9.318,9.227,1.355,-0.174,8.911,18.169,15.745,0.896,1.529,11.130,4.810,-3.763,0
2009,4,21.135,17.293,16.453,8.825,8.747,1.040,-0.827,8.233,18.120,15.413,0.840,1.867,11.170,4.810,-5.128,0
2009,5,20.961,17.234,16.348,8.825,8.761,1.175,-0.896,8.169,18.130,15.174,0.886,2.070,11.140,4.850,-5.404,0
2009,6,21.352,17.657,16.552,9.019,8.985,1.417,-0.692,8.483,18.350,15.135,1.106,2.110,11.190,4.860,-5.253,0
2009,7,22.018,17.559,16.391,8.973,8.883,1.375,-0.564,8.497,18.123,15.016,1.168,1.939,11.230,4.910,-5.085,0
2009,8,21.759,17.723,16.798,9.337,9.275,1.752,0.121,8.922,17.602,15.046,0.925,1.631,11.280,4.940,-5.486,0
2009,9,22.900,18.343,17.598,9.984,9.898,2.198,0.820,9.582,17.523,15.400,0.745,1.378,11.220,4.910,-3.159,0
2009,10,21.965,18.238,17.487,9.882,9.815,2.142,0.712,9.475,17.526,15.344,0.751,1.430,11.230,4.910,-3.776,0
2009,11,22.657,18.711,17.785,10.292,10.256,2.726,0.761,9.736,17.949,15.059,0.925,1.965,11.190,4.890,-2.946,0
2009,12,21.526,18.330,17.238,9.642,9.610,1.982,-0.243,9.044,18.573,15.256,1.093,2.224,11.190,4.870,-4.915,0
2010,1,22.707,19.209,18.179,10.348,10.271,2.362,0.318,9.764,18.891,15.817,1.030,2.044,11.220,4.870,-5.266,0
2010,2,22.963,18.635,17.867,10.171,10.121,2.375,0.846,9.741,17.789,15.492,0.768,1.529,11.230,4.880,-5.115,0
2010,3,23.566,18.852,18.051,9.967,9.849,1.647,0.381,9.616,18.471,16.404,0.801,1.266,11.230,4.890,-3.783,0
2010,4,23.143,18.068,17.385,9.593,9.536,1.686,0.056,9.062,18.012,15.699,0.682,1.631,11.210,4.890,-3.921,0
2010,5,20.292,17.503,16.686,9.081,9.040,1.394,-0.571,8.466,18.074,15.292,0.817,1.965,11.190,4.870,-3.793,0
2010,6,20.246,17.497,16.604,9.154,9.113,1.621,-0.367,8.565,17.864,14.984,0.892,1.988,11.200,4.900,-4.186,0
2010,7,21.266,17.405,16.621,9.127,9.014,1.407,-0.381,8.512,17.785,15.213,0.784,1.788,11.120,4.880,-4.816,0
2010,8,21.568,17.625,16.765,9.150,9.065,1.365,-0.013,8.806,17.638,15.400,0.860,1.378,11.160,4.860,-5.502,0
2010,9,22.549,17.736,17.067,9.344,9.262,1.457,0.121,8.929,17.615,15.610,0.669,1.335,11.200,4.860,-4.718,0
2010,11,23.205,18.333,17.516,9.846,9.803,2.090,0.187,9.260,18.146,15.427,0.817,1.903,11.210,4.880,-3.537,0
2011,4,22.178,17.717,17.005,9.314,9.219,1.434,-0.033,8.842,17.749,15.571,0.712,1.467,11.240,4.900,-6.142,0
2011,5,21.713,17.510,16.667,9.131,9.063,1.460,-0.433,8.538,17.943,15.207,0.843,1.893,11.230,4.920,-5.052,0
2011,6,20.161,17.539,16.565,9.042,8.991,1.417,-0.623,8.458,18.163,15.148,0.974,2.041,11.190,4.900,-4.652,0
2011,7,20.305,17.844,16.877,9.131,9.063,1.250,-0.692,8.576,18.537,15.627,0.968,1.942,11.180,4.890,-4.091,0
2011,8,21.663,18.343,17.516,9.446,9.336,1.155,-0.249,9.047,18.593,16.362,0.827,1.404,11.160,4.820,-4.199,0
2011,9,23.202,18.802,18.087,10.095,9.977,1.867,0.597,9.700,18.205,16.220,0.715,1.270,11.130,4.800,-4.964,0
2011,10,23.327,18.694,17.989,10.010,9.951,1.913,0.272,9.483,18.422,16.076,0.705,1.640,11.080,4.760,-5.066,0
2011,11,22.474,18.068,17.297,9.573,9.539,1.781,-0.138,8.965,18.205,15.515,0.771,1.919,11.140,4.850,-5.348,0
2011,12,21.765,18.173,17.182,9.537,9.482,1.781,-0.161,9.006,18.333,15.400,0.991,1.942,11.190,4.890,-4.557,0
2012,1,21.683,18.114,17.106,9.564,9.478,1.850,0.069,9.091,18.045,15.256,1.007,1.781,11.220,4.900,-2.999,0
2012,2,22.385,18.560,17.674,9.797,9.685,1.696,0.285,9.423,18.274,15.978,0.886,1.411,11.250,4.900,-3.320,0
2012,3,21.972,17.740,17.021,9.446,9.327,1.634,0.171,8.955,17.569,15.387,0.719,1.463,11.190,4.880,-4.144,0
2012,4,22.283,17.815,17.162,9.373,9.277,1.391,-0.036,8.889,17.851,15.771,0.653,1.427,11.210,4.880,-5.892,0
2012,5,22.697,17.874,17.116,9.393,9.301,1.486,-0.167,8.853,18.041,15.630,0.758,1.654,11.220,4.900,-5.719,0
2012,6,21.496,17.969,17.021,9.278,9.211,1.401,-0.492,8.739,18.461,15.620,0.948,1.893,11.210,4.900,-5.696,0
2012,7,21.457,18.084,17.142,9.298,9.242,1.342,-0.420,8.832,18.504,15.801,0.942,1.762,11.230,4.920,-4.633,0
2012,8,20.984,18.071,17.290,9.242,9.170,1.050,-0.289,8.891,18.360,16.240,0.781,1.339,11.230,4.920,-4.160,0
2012,9,21.781,18.406,17.769,9.872,9.764,1.759,0.696,9.551,17.710,16.010,0.636,1.063,11.210,4.900,-3.419,0
2012,10,22.723,17.904,17.260,9.347,9.262,1.263,-0.184,8.860,18.087,15.997,0.643,1.447,11.190,4.890,-5.190,0
2012,11,23.209,18.209,17.480,9.823,9.756,2.031,0.180,9.195,18.028,15.449,0.728,1.850,11.160,4.860,-5.157,0
2012,12,22.808,18.560,17.585,9.888,9.843,2.096,0.082,9.321,18.478,15.489,0.974,2.014,11.160,4.840,-5.404,0
2013,1,22.037,18.468,17.530,9.662,9.583,1.634,-0.102,9.183,18.570,15.896,0.938,1.732,11.140,4.810,-5.535,0
2013,2,21.624,18.232,17.359,9.583,9.452,1.545,0.217,9.222,18.012,15.814,0.869,1.329,11.190,4.880,-4.259,0
2013,3,21.188,17.808,17.100,8.999,8.888,0.679,-0.495,8.655,18.304,16.421,0.709,1.175,11.130,4.810,-3.812,0
2013,4,21.919,17.477,16.781,8.786,8.678,0.574,-0.925,8.276,18.402,16.207,0.696,1.499,11.150,4.820,-5.197,0
2013,5,21.565,17.608,16.814,8.904,8.812,0.810,-0.912,8.348,18.520,16.004,0.794,1.722,11.120,4.790,-5.846,0
2013,6,21.929,17.753,16.765,8.947,8.876,0.988,-0.764,8.494,18.517,15.778,0.988,1.752,11.170,4.870,-5.607,0
2013,7,21.463,17.618,16.594,8.957,8.840,1.086,-0.463,8.578,18.081,15.509,1.024,1.549,11.140,4.850,-5.728,0
2013,8,21.736,17.894,17.064,9.469,9.370,1.677,0.371,9.132,17.523,15.387,0.830,1.306,11.200,4.870,-4.268,0
2013,9,22.178,18.307,17.736,9.954,9.849,1.959,0.869,9.590,17.438,15.774,0.571,1.089,11.170,4.880,-2.897,0
2013,10,21.368,18.189,17.569,9.829,9.731,1.893,0.679,9.432,17.507,15.676,0.620,1.211,11.180,4.880,-2.953,0
2013,11,22.559,18.058,17.264,9.449,9.373,1.483,-0.118,8.970,18.176,15.781,0.794,1.601,11.150,4.840,-4.380,0
2013,12,22.083,18.100,17.080,9.180,9.124,1.165,-0.738,8.681,18.839,15.915,1.020,1.903,11.190,4.850,-6.161,0
2014,1,22.648,18.963,17.992,9.908,9.826,1.657,-0.177,9.393,19.144,16.335,0.971,1.837,11.150,4.810,-6.017,0
2014,2,21.394,18.051,17.247,9.426,9.285,1.322,0.039,9.045,18.012,15.925,0.804,1.286,11.180,4.860,-6.352,0
2014,3,21.939,18.320,17.690,9.439,9.295,0.899,-0.052,9.134,18.373,16.791,0.630,0.951,11.190,4.870,-4.685,0
2014,4,21.483,18.022,17.457,9.426,9.314,1.171,-0.112,8.957,18.133,16.286,0.564,1.280,11.160,4.850,-4.255,0
2014,5,20.574,17.697,17.001,9.127,9.067,1.132,-0.531,8.583,18.228,15.869,0.696,1.663,11.180,4.870,-4.455,0
2014,6,21.296,17.700,16.929,9.259,9.186,1.444,-0.276,8.712,17.976,15.486,0.771,1.719,11.170,4.870,-4.685,0
2014,7,21.677,17.900,17.113,9.334,9.244,1.375,-0.135,8.883,18.035,15.738,0.787,1.509,11.160,4.870,-5.640,0
2014,8,22.631,18.219,17.530,9.675,9.572,1.614,0.512,9.365,17.707,15.915,0.689,1.102,11.160,4.850,-4.491,0
2014,9,22.323,18.209,17.680,9.738,9.631,1.581,0.554,9.382,17.654,16.099,0.528,1.027,11.180,4.860,-4.147,0
2014,10,23.360,18.474,18.025,10.148,10.048,2.070,0.781,9.628,17.694,15.955,0.449,1.289,11.160,4.840,-4.196,0
2014,11,22.582,18.671,17.949,10.062,9.944,1.936,0.407,9.537,18.264,16.014,0.722,1.529,11.130,4.820,-3.307,0
2014,12,22.011,19.160,18.232,10.430,10.341,2.451,0.623,9.892,18.537,15.778,0.932,1.827,11.160,4.810,-3.963,0
2015,1,22.792,18.645,17.743,9.898,9.810,1.877,0.049,9.347,18.596,15.866,0.906,1.824,11.180,4.850,-4.452,0
2015,2,22.720,18.323,17.631,9.616,9.491,1.352,-0.089,9.117,18.412,16.280,0.692,1.440,11.120,4.770,-5.282,0
2015,3,22.815,17.812,17.293,9.413,9.293,1.293,0.125,8.968,17.687,16.001,0.518,1.168,11.240,4.910,-4.678,0
2015,4,23.166,18.143,17.589,9.695,9.587,1.585,0.384,9.262,17.759,16.007,0.551,1.201,11.170,4.860,-4.419,0
2015,5,20.827,17.484,16.765,8.990,8.907,1.053,-0.528,8.478,18.012,15.712,0.719,1.578,11.180,4.890,-4.764,0
2015,6,20.656,17.808,16.959,9.199,9.147,1.332,-0.463,8.671,18.271,15.627,0.850,1.795,11.150,4.840,-3.858,0
2015,7,20.499,18.114,17.287,9.331,9.280,1.273,-0.492,8.811,18.606,16.014,0.827,1.765,11.160,4.850,-4.337,0
2015,8,21.772,17.999,17.402,9.226,9.111,0.820,-0.545,8.727,18.543,16.581,0.597,1.365,11.120,4.840,-4.820,0
2015,9,23.720,18.396,17.815,9.610,9.503,1.191,0.151,9.273,18.245,16.624,0.581,1.040,11.190,4.860,-4.190,0
2015,10,23.822,18.855,18.291,10.085,10.007,1.722,0.331,9.593,18.524,16.568,0.564,1.391,11.160,4.810,-4.580,0
2015,11,22.287,18.346,17.654,9.715,9.672,1.690,-0.072,9.137,18.419,15.965,0.692,1.762,11.180,4.870,-4.452,0
2015,12,22.474,19.094,18.225,10.410,10.344,2.464,0.630,9.862,18.465,15.761,0.869,1.834,11.190,4.870,-3.999,0
2016,1,21.749,19.236,18.366,10.669,10.571,2.779,1.102,10.171,18.133,15.587,0.869,1.677,11.200,4.880,-2.661,0
